2024-08-06 13:03:21;0;0;0;513
2024-08-06 13:03:22;0;0;0;511
2024-08-06 13:03:22;0;0;0;515
2024-08-06 13:03:23;0;0;0;510
2024-08-06 13:03:23;0;0;0;512
2024-08-06 13:03:24;0;0;0;512
2024-08-06 13:03:24;0;0;0;511
2024-08-06 13:03:25;0;0;0;515
2024-08-06 13:03:25;0;0;0;510
2024-08-06 13:03:26;0;0;0;511
2024-08-06 13:03:26;0;0;0;511
2024-08-06 13:03:27;0;0;0;514
2024-08-06 13:03:27;0;0;20;511
2024-08-06 13:03:28;0;0;55;513
2024-08-06 13:03:28;0;0;55;513
2024-08-06 13:03:29;0;0;46;511
2024-08-06 13:03:29;0;0;52;515
2024-08-06 13:03:30;0;0;47;512
2024-08-06 13:03:30;0;0;50;514
2024-08-06 13:03:31;0;0;43;510
2024-08-06 13:03:31;0;0;52;513
2024-08-06 13:03:32;0;0;48;511
2024-08-06 13:03:32;0;0;44;511
2024-08-06 13:04:51;0;0;2;510
2024-08-06 13:04:51;0;0;0;512
2024-08-06 13:04:52;0;0;0;511
2024-08-06 13:04:52;0;0;0;512
2024-08-06 13:04:53;0;0;0;510
2024-08-06 13:04:53;0;0;0;510
2024-08-06 13:04:54;0;0;0;511
2024-08-06 13:04:54;0;0;0;511
2024-08-06 13:04:55;0;0;0;512
2024-08-06 13:04:55;0;0;0;515
2024-08-06 13:04:56;0;0;0;514
2024-08-06 13:04:56;0;0;0;511
2024-08-06 13:04:57;0;0;0;511
2024-08-06 13:04:57;0;0;0;516
2024-08-06 13:04:58;0;0;0;512
2024-08-06 13:04:58;0;0;0;512
2024-08-06 13:04:59;0;0;0;513
2024-08-06 13:04:59;0;0;0;513
2024-08-06 13:05:00;0;0;0;511
2024-08-06 13:05:00;0;0;0;513
2024-08-06 13:05:01;0;0;0;509
2024-08-06 13:05:01;0;0;0;510
2024-08-06 13:05:02;0;0;0;513
2024-08-06 13:05:02;0;0;0;511
